#                   file   nse gr rec1 rec2     id1     id2  n_avr a_max a  m  f  g asun_sca asmi_sca pro_sca asun_sol asmi_sol pro_sol      Ls      obs      ifg               utc_start
#                      1     2  3    4    5       6       7      8     910 11 12 13       14       15      16       17       18      19      20       21       22                      23
0D8501_2018-245T08-50-24  3461  2 1471 2335   25959   26823  26314 18594 1  5  4  2  140.261   67.317   0.000    0.428    0.422 100.000 242.203 OCC_SOL  SHORT    2018-SEP-02-09:53:32.14
0D8501_2018-245T08-50-24  3461  4 3048 3884   27537   28373  26316 17661 1  5  4  2  145.277  145.188   0.000    0.438    0.436 100.000 242.221 OCC_SOL  SHORT    2018-SEP-02-10:35:36.45
0D8601_2018-245T10-48-22  3462  2 1465 2329   29963   30827  26320 16446 1  5  4  2  139.616   67.235   0.000    0.684    0.682 100.000 242.255 OCC_SOL  SHORT    2018-SEP-02-11:51:28.59
0D8601_2018-245T10-48-22  3462  4 2990 3274   31488   31772  26324 15837 1  5  4  2   72.526   67.250   0.000    0.693    0.691 100.000 242.272 OCC_SOL  SHORT    2018-SEP-02-12:30:41.61
0D8801_2018-245T14-44-20  3464  2 1463 2320   36058   36915  26326 18844 1  5  4  2  140.137   67.318   0.000    0.429    0.422 100.000 242.358 OCC_SOL  SHORT    2018-SEP-02-15:47:20.60
0D8801_2018-245T14-44-20  3464  4 3035 3861   37630   38456  26321 17753 1  5  4  2  145.528  145.451   0.000    0.438    0.435 100.000 242.377 OCC_SOL  SHORT    2018-SEP-02-16:29:37.59
0D8901_2018-245T16-42-18  3465  2 1460 1736   40039   40315  26335 16292 1  5  4  2   73.250   67.234   0.000    0.685    0.682 100.000 242.410 OCC_SOL  SHORT    2018-SEP-02-17:45:12.35
0D8901_2018-245T16-42-18  3465  4 2373 2654   40952   41233  26331 15959 1  5  4  2   73.490   67.249   0.000    0.693    0.691 100.000 242.428 OCC_SOL  SHORT    2018-SEP-02-18:24:35.15
0D8A01_2018-245T18-40-12  3466  2 1457 1736   42770   43049  26328 16366 1  5  4  2   72.642   67.234   0.000    0.685    0.682 100.000 242.462 OCC_SOL  SHORT    2018-SEP-02-19:43:06.45
0D8A01_2018-245T18-40-12  3466  4 2373 2654   43686   43967  26325 16076 1  5  4  2   73.430   67.249   0.000    0.693    0.691 100.000 242.479 OCC_SOL  SHORT    2018-SEP-02-20:22:31.59
0D8C01_2018-245T22-36-00  3468  2 1457 1730   48223   48496  26336 16397 1  5  4  2   73.603   67.235   0.000    0.685    0.682 100.000 242.566 OCC_SOL  SHORT    2018-SEP-02-23:38:55.39
0D8C01_2018-245T22-36-00  3468  4 2373 2652   49139   49418  26338 16036 1  5  4  2   73.475   67.249   0.000    0.693    0.691 100.000 242.583 OCC_SOL  SHORT    2018-SEP-03-00:18:30.59
0D8F01_2018-246T04-29-53  3471  2 1456 1729   57634   57907  26331 28058 1  5  4  2   72.975   67.234   0.000    0.685    0.682 100.000 242.721 OCC_SOL  SHORT    2018-SEP-03-05:32:45.25
0D8F01_2018-246T04-29-53  3471  4 2375 2654   58553   58832  26337 16088 1  5  4  2   73.164   67.249   0.000    0.693    0.691 100.000 242.739 OCC_SOL  SHORT    2018-SEP-03-06:12:30.07
0D9001_2018-246T06-27-49  3472  2 1453 1726   60361   60634  26337 16385 1  5  4  2   72.738   67.241   0.000    0.685    0.682 100.000 242.773 OCC_SOL  SHORT    2018-SEP-03-07:30:39.36
0D9001_2018-246T06-27-49  3472  4 2373 2652   61281   61560  26343 16116 1  5  4  2   73.190   67.246   0.000    0.693    0.691 100.000 242.791 OCC_SOL  SHORT    2018-SEP-03-08:10:26.42
0D9201_2018-246T10-23-34  3474  2 1454 1725   67014   67285  26339 16454 1  5  4  2   72.800   67.235   0.000    0.685    0.682 100.000 242.877 OCC_SOL  SHORT    2018-SEP-03-11:26:28.26
0D9201_2018-246T10-23-34  3474  4 2376 2653   67936   68213  26347 16170 1  5  4  2   72.622   67.249   0.000    0.693    0.691 100.000 242.895 OCC_SOL  SHORT    2018-SEP-03-12:06:21.38
0D9501_2018-246T16-17-30  3477  2 1449 1720   76379   76650  26351 16637 1  5  4  2   72.796   67.234   0.000    0.685    0.682 100.000 243.033 OCC_SOL  SHORT    2018-SEP-03-17:20:10.76
0D9501_2018-246T16-17-30  3477  4 2424 3212   77355   78143  26369 16154 1  5  4  2  145.095  145.090   0.000    0.693    0.691 100.000 243.052 OCC_SOL  SHORT    2018-SEP-03-18:03:16.76
0D9701_2018-246T20-13-18  3479  2 1433 1700   83579   83846  26384 16371 1  5  4  2   72.841   67.242   0.000    0.685    0.682 100.000 243.136 OCC_SOL  SHORT    2018-SEP-03-21:15:57.65
0D9701_2018-246T20-13-18  3479  4 2353 2624   84499   84770  26375 16177 1  5  4  2   72.797   67.247   0.000    0.693    0.691 100.000 243.154 OCC_SOL  SHORT    2018-SEP-03-21:56:12.69
0D9801_2018-246T22-11-10  3480  2 1432 1697   86275   86540  26380 16510 1  5  4  2   72.857   67.235   0.000    0.685    0.682 100.000 243.188 OCC_SOL  SHORT    2018-SEP-03-23:13:53.06
0D9801_2018-246T22-11-10  3480  4 2350 2621   87193   87464  26392 16076 1  5  4  2   72.742   67.241   0.000    0.693    0.691 100.000 243.206 OCC_SOL  SHORT    2018-SEP-03-23:54:07.20
0D9A01_2018-247T02-07-05  3482  2 1431 2232   91655   92456  26398 19310 1  5  4  2  140.054   67.317   0.000    0.428    0.422 100.000 243.292 OCC_SOL  SHORT    2018-SEP-04-03:09:45.95
0D9A01_2018-247T02-07-05  3482  4 2969 3742   93194   93967  26396 17757 1  5  4  2  145.718  145.713   0.000    0.439    0.435 100.000 243.311 OCC_SOL  SHORT    2018-SEP-04-03:53:09.74
0D9B01_2018-247T04-05-04  3483  2 1427 1692   95504   95769  26407 16834 1  5  4  2   73.440   67.072   0.000    0.685    0.682 100.000 243.344 OCC_SOL  SHORT    2018-SEP-04-05:07:42.38
0D9B01_2018-247T04-05-04  3483  4 2349 2616   96426   96693  26404 16438 1  5  4  2   73.402   67.248   0.000    0.694    0.691 100.000 243.362 OCC_SOL  SHORT    2018-SEP-04-05:48:10.61
0D9C01_2018-247T06-02-57  3484  2 1426 2222   98187   98984  26399 19285 1  5  4  2  140.108   67.318   0.000    0.428    0.422 100.000 243.396 OCC_SOL  SHORT    2018-SEP-04-07:05:32.42
0D9C01_2018-247T06-02-57  3484  4 2961 3733   99724  100496  26411 17797 1  5  4  2  145.278  145.275   0.000    0.439    0.435 100.000 243.415 OCC_SOL  SHORT    2018-SEP-04-07:49:01.63
0D9D01_2018-247T08-00-50  3485  2 1423 1686  102028  102291  26398 17058 1  5  4  2   72.903   67.236   0.000    0.685    0.682 100.000 243.448 OCC_SOL  SHORT    2018-SEP-04-09:03:23.43
0D9D01_2018-247T08-00-50  3485  4 2345 2614  102950  103219  26401 16120 1  5  4  2   72.821   67.249   0.000    0.694    0.691 100.000 243.466 OCC_SOL  SHORT    2018-SEP-04-09:43:57.54
0D9E01_2018-247T09-58-42  3486  2 1640 1901  104708  104969  26404 16965 1  5  4  2   72.988   67.234   0.000    0.685    0.682 100.000 243.500 OCC_SOL  SHORT    2018-SEP-04-11:01:19.94
0D9E01_2018-247T09-58-42  3486  4 2562 2678  105630  105746  26402 16013 1  5  4  2   73.630   67.249   0.000    0.693    0.692 100.000 243.518 OCC_SOL  SHORT    2018-SEP-04-11:41:56.09
0DA001_2018-247T13-54-36  3488  2 1421 2209  110062  110850  26410 19477 1  5  4  2  139.104   67.317   0.000    0.429    0.422 100.000 243.604 OCC_SOL  SHORT    2018-SEP-04-14:57:11.72
0DA001_2018-247T13-54-36  3488  4 2954 3712  111596  112354  26406 17787 1  5  4  2  145.280  145.275   0.000    0.439    0.436 100.000 243.623 OCC_SOL  SHORT    2018-SEP-04-15:40:52.47
0DA101_2018-247T15-52-35  3489  2 1420 1681  113882  114143  26407 17077 1  5  4  2   72.976   67.235   0.000    0.685    0.682 100.000 243.655 OCC_SOL  SHORT    2018-SEP-04-16:55:06.28
0DA101_2018-247T15-52-35  3489  4 2346 2611  114808  115073  26412 16630 1  5  4  2   72.868   67.248   0.000    0.694    0.691 100.000 243.673 OCC_SOL  SHORT    2018-SEP-04-17:35:54.37
0DA201_2018-247T17-50-31  3490  2 1416 2200  116555  117339  26409 30447 1  5  4  2  139.334   67.318   0.000    0.428    0.422 100.000 243.707 OCC_SOL  SHORT    2018-SEP-04-18:52:56.09
0DA201_2018-247T17-50-31  3490  4 2947 3702  118087  118842  26410 17820 1  5  4  2  145.258  145.187   0.000    0.439    0.436 100.000 243.727 OCC_SOL  SHORT    2018-SEP-04-19:36:46.71
0DA301_2018-247T19-48-23  3491  2 1419 1678  120368  120627  26410 16892 1  5  4  2   72.981   67.234   0.000    0.685    0.682 100.000 243.759 OCC_SOL  SHORT    2018-SEP-04-20:50:52.20
0DA301_2018-247T19-48-23  3491  4 2345 2612  121294  121561  26411 16367 1  5  4  2   72.822   67.248   0.000    0.694    0.692 100.000 243.777 OCC_SOL  SHORT    2018-SEP-04-21:31:41.29
0DA401_2018-247T21-46-16  3492  2 1417 2195  123040  123818  26409 19132 1  5  4  2  139.208   67.317   0.000    0.428    0.421 100.000 243.811 OCC_SOL  SHORT    2018-SEP-04-22:48:43.61
0DA401_2018-247T21-46-16  3492  4 2944 3692  124568  125316  26412 17781 1  5  4  2  145.278  145.274   0.000    0.439    0.435 100.000 243.830 OCC_SOL  SHORT    2018-SEP-04-23:32:38.72
0DA601_2018-248T01-42-08  3494  2 1418 1676  129515  129773  26405 30419 1  5  4  2   73.053   67.243   0.000    0.685    0.682 100.000 243.915 OCC_SOL  SHORT    2018-SEP-05-02:44:35.05
0DA601_2018-248T01-42-08  3494  4 2350 2614  130447  130711  26411 16480 1  5  4  2   72.938   67.248   0.000    0.694    0.692 100.000 243.933 OCC_SOL  SHORT    2018-SEP-05-03:25:38.22
0DA701_2018-248T03-40-05  3495  2 1417 1674  132190  132447  26416 17014 1  5  4  2   73.031   67.234   0.000    0.685    0.682 100.000 243.967 OCC_SOL  SHORT    2018-SEP-05-04:42:35.96
0DA701_2018-248T03-40-05  3495  4 2349 2612  133122  133385  26415 16530 1  5  4  2   72.977   67.248   0.000    0.694    0.692 100.000 243.985 OCC_SOL  SHORT    2018-SEP-05-05:23:40.15
0DA801_2018-248T05-38-03  3496  2 1415 2181  134864  135630  26414 19643 1  5  4  2  139.411   67.317   0.000    0.428    0.422 100.000 244.019 OCC_SOL  SHORT    2018-SEP-05-06:40:29.49
0DA801_2018-248T05-38-03  3496  4 2934 3677  136384  137127  26414 17797 1  5  4  2  145.190  145.187   0.000    0.439    0.436 100.000 244.038 OCC_SOL  SHORT    2018-SEP-05-07:24:33.75
0DA901_2018-248T07-35-55  3497  2 1414 1670  138644  138900  26408 17153 1  5  4  2   73.085   67.236   0.000    0.685    0.682 100.000 244.071 OCC_SOL  SHORT    2018-SEP-05-08:38:15.43
0DA901_2018-248T07-35-55  3497  4 2347 2610  139577  139840  26415 16706 1  5  4  2   73.010   67.247   0.000    0.694    0.692 100.000 244.089 OCC_SOL  SHORT    2018-SEP-05-09:19:28.05
0DAA01_2018-248T09-33-46  3498  2 1413 2175  141313  142075  26414 19707 1  5  4  2  139.183   67.318   0.000    0.428    0.422 100.000 244.122 OCC_SOL  SHORT    2018-SEP-05-10:36:10.42
0DAA01_2018-248T09-33-46  3498  4 2932 3668  142833  143569  26417 17864 1  5  4  2  145.278  145.274   0.000    0.439    0.436 100.000 244.142 OCC_SOL  SHORT    2018-SEP-05-11:20:21.73
0DAC01_2018-248T13-29-37  3500  2 1413 2172  147754  148513  26418 16668 1  5  4  2  138.837   67.245   0.000    0.684    0.682 100.000 244.226 OCC_SOL  SHORT    2018-SEP-05-14:31:59.26
0DAC01_2018-248T13-29-37  3500  4 2881 3142  149223  149484  26421 16582 1  5  4  2   72.950   67.248   0.000    0.694    0.692 100.000 244.244 OCC_SOL  SHORT    2018-SEP-05-15:13:20.43
0DAD01_2018-248T15-27-37  3501  2 1411 1666  150959  151214  26416 17281 1  5  4  2   73.174   67.234   0.000    0.685    0.682 100.000 244.278 OCC_SOL  SHORT    2018-SEP-05-16:29:55.76
0DAD01_2018-248T15-27-37  3501  4 2350 2610  151898  152158  26419 16790 1  5  4  2   73.019   67.248   0.000    0.694    0.692 100.000 244.296 OCC_SOL  SHORT    2018-SEP-05-17:11:18.33
0DAE01_2018-248T17-25-33  3502  2 1409 2165  153627  154383  26420 19479 1  5  4  2  139.010   67.318   0.000    0.428    0.422 100.000 244.330 OCC_SOL  SHORT    2018-SEP-05-18:27:47.30
0DAE01_2018-248T17-25-33  3502  4 2928 3655  155147  155874  26419 17822 1  5  4  2  145.278  145.275   0.000    0.439    0.436 100.000 244.350 OCC_SOL  SHORT    2018-SEP-05-19:12:14.48
0DAF01_2018-248T19-23-27  3503  2 1411 1664  157385  157638  26417 17072 1  5  4  2   73.192   67.234   0.000    0.685    0.682 100.000 244.382 OCC_SOL  SHORT    2018-SEP-05-20:25:43.72
0DAF01_2018-248T19-23-27  3503  4 2351 2611  158325  158585  26406 16957 1  5  4  2   73.012   67.249   0.000    0.694    0.692 100.000 244.400 OCC_SOL  SHORT    2018-SEP-05-21:07:11.84
0DB001_2018-248T21-21-18  3504  2 1409 2156  160053  160800  26417 19315 1  5  4  2  139.197   67.318   0.000    0.428    0.422 100.000 244.434 OCC_SOL  SHORT    2018-SEP-05-22:23:33.08
0DB001_2018-248T21-21-18  3504  4 2923 3644  161568  162289  26421 17828 1  5  4  2  145.278  145.274   0.000    0.439    0.436 100.000 244.453 OCC_SOL  SHORT    2018-SEP-05-23:08:03.76
0DB301_2018-249T03-15-05  3507  2 1411 1470  169145  169204  26416 13917 1  5  4  2   75.475   67.163   0.000    0.871    0.870 100.000 244.590 OCC_SOL  SHORT    2018-SEP-06-04:17:23.62
0DB401_2018-249T05-13-03  3508  2 1409 2149  171792  172532  26414 16752 1  5  4  2  139.116   67.233   0.000    0.684    0.682 100.000 244.642 OCC_SOL  SHORT    2018-SEP-06-06:15:16.02
0DB401_2018-249T05-13-03  3508  4 2870 3129  173254  173513  26418 16812 1  5  4  2   73.035   67.248   0.000    0.694    0.692 100.000 244.660 OCC_SOL  SHORT    2018-SEP-06-06:57:01.15
0DB501_2018-249T07-10-58  3509  2 1407 1658  174978  175229  26414 16973 1  5  4  2   73.169   67.234   0.000    0.685    0.682 100.000 244.693 OCC_SOL  SHORT    2018-SEP-06-08:13:08.43
0DB501_2018-249T07-10-58  3509  4 2351 2610  175922  176181  26417 16565 1  5  4  2   72.105   67.249   0.000    0.694    0.692 100.000 244.712 OCC_SOL  SHORT    2018-SEP-06-08:54:54.54
0DB601_2018-249T09-08-48  3510  2 1407 2143  177644  178381  26415 19601 1  5  4  2  139.107   67.317   0.000    0.428    0.422 100.000 244.745 OCC_SOL  SHORT    2018-SEP-06-10:10:57.87
0DB601_2018-249T09-08-48  3510  4 2918 3627  179157  179866  26418 17767 1  5  4  2  145.232  145.187   0.000    0.439    0.436 100.000 244.765 OCC_SOL  SHORT    2018-SEP-06-10:55:44.77
0DB801_2018-249T13-04-37  3512  2 1407 1657  184040  184290  26421 17394 1  5  4  2   73.190   67.235   0.000    0.685    0.682 100.000 244.849 OCC_SOL  SHORT    2018-SEP-06-14:06:48.82
0DB801_2018-249T13-04-37  3512  4 2353 2610  184986  185243  26413 17059 1  5  4  2   73.133   67.248   0.000    0.694    0.692 100.000 244.868 OCC_SOL  SHORT    2018-SEP-06-14:48:41.07
0DB901_2018-249T15-02-35  3513  2 1405 2135  186706  187436  26416 19762 1  5  4  2  138.753   67.317   0.000    0.428    0.422 100.000 244.901 OCC_SOL  SHORT    2018-SEP-06-16:04:42.33
0DB901_2018-249T15-02-35  3513  4 2914 3616  188216  188918  26425 17786 1  5  4  2  145.278  145.274   0.000    0.439    0.436 100.000 244.921 OCC_SOL  SHORT    2018-SEP-06-16:49:38.69
0DBA01_2018-249T17-00-32  3514  2 1403 1656  190418  190671  26419 16789 1  5  4  2   72.192   67.243   0.000    0.685    0.682 100.000 244.953 OCC_SOL  SHORT    2018-SEP-06-18:02:35.69
0DBA01_2018-249T17-00-32  3514  4 2357 2612  191372  191627  26428 17307 1  5  4  2   73.082   67.248   0.000    0.694    0.692 100.000 244.972 OCC_SOL  SHORT    2018-SEP-06-18:44:38.97
0DBB01_2018-249T18-58-28  3515  2 1403 1652  193088  193337  26420 16971 1  5  4  2   73.219   67.234   0.000    0.685    0.682 100.000 245.005 OCC_SOL  SHORT    2018-SEP-06-20:00:31.29
0DBB01_2018-249T18-58-28  3515  4 2351 2608  194036  194293  26421 16568 1  5  4  2   73.045   67.248   0.000    0.694    0.692 100.000 245.023 OCC_SOL  SHORT    2018-SEP-06-20:42:29.34
0DBC01_2018-249T20-56-18  3516  2 1403 2128  195752  196477  26419 19385 1  5  4  2  138.743   67.318   0.000    0.428    0.422 100.000 245.057 OCC_SOL  SHORT    2018-SEP-06-21:58:19.74
0DBC01_2018-249T20-56-18  3516  4 2911 3608  197261  197958  26418 17861 1  5  4  2  145.278  145.274   0.000    0.439    0.436 100.000 245.077 OCC_SOL  SHORT    2018-SEP-06-22:43:23.70
0DBE01_2018-250T00-52-04  3518  2 1403 1652  202126  202375  26416 17142 1  5  4  2   73.248   67.234   0.000    0.685    0.682 100.000 245.161 OCC_SOL  SHORT    2018-SEP-07-01:54:06.60
0DBE01_2018-250T00-52-04  3518  4 2357 2612  203080  203335  26408 16505 1  5  4  2   73.082   67.248   0.000    0.694    0.693 100.000 245.179 OCC_SOL  SHORT    2018-SEP-07-02:36:17.77
0DC101_2018-250T06-45-52  3521  2 1403 1653  210110  210360  26420 16783 1  5  4  2   72.572   67.233   0.000    0.685    0.681 100.000 245.316 OCC_SOL  SHORT    2018-SEP-07-07:47:52.88
0DC101_2018-250T06-45-52  3521  4 2361 2616  211068  211323  26411 16558 1  5  4  2   73.125   67.248   0.000    0.694    0.692 100.000 245.335 OCC_SOL  SHORT    2018-SEP-07-08:30:10.12
0DC201_2018-250T08-43-45  3522  2 1401 2114  212776  213489  26415 19763 1  5  4  2  139.070   67.317   0.000    0.428    0.421 100.000 245.368 OCC_SOL  SHORT    2018-SEP-07-09:45:42.40
0DC201_2018-250T08-43-45  3522  4 2903 3590  214279  214966  26424 17877 1  5  4  2  145.279  145.274   0.000    0.439    0.436 100.000 245.388 OCC_SOL  SHORT    2018-SEP-07-10:30:59.73
0DC401_2018-250T12-39-29  3524  2 1404 1651  219132  219379  26414 16882 1  5  4  2   73.278   67.234   0.000    0.685    0.682 100.000 245.472 OCC_SOL  SHORT    2018-SEP-07-13:41:31.35
0DC401_2018-250T12-39-29  3524  4 2364 2617  220092  220345  26418 16578 1  5  4  2   73.154   67.248   0.000    0.694    0.693 100.000 245.491 OCC_SOL  SHORT    2018-SEP-07-14:23:57.55
0DC501_2018-250T14-37-27  3525  2 1403 2111  221800  222508  26421 16722 1  5  4  2  138.672   67.234   0.000    0.684    0.682 100.000 245.524 OCC_SOL  SHORT    2018-SEP-07-15:39:26.75
0DC601_2018-250T16-35-24  3526  2 2415 3093  225974  226652  26413 17823 1  5  4  2  145.281  145.274   0.000    0.439    0.436 100.000 245.596 OCC_SOL  SHORT    2018-SEP-07-18:22:49.73
0DC701_2018-250T18-33-21  3527  2 1401 1648  228146  228393  26422 16771 1  5  4  2   73.307   67.233   0.000    0.685    0.682 100.000 245.628 OCC_SOL  SHORT    2018-SEP-07-19:35:13.67
0DC801_2018-250T20-31-13  3528  2 2415 3093  231830  232508  26413 17842 1  5  4  2  145.278  145.274   0.000    0.439    0.436 100.000 245.700 OCC_SOL  SHORT    2018-SEP-07-22:18:37.72
0DCA01_2018-251T00-26-57  3530  2 2370 2621  237642  237893  26409 16245 1  5  4  2   73.186   67.247   0.000    0.694    0.692 100.000 245.803 OCC_SOL  SHORT    2018-SEP-08-02:11:32.35
0DCB01_2018-251T02-24-54  3531  2 1401 1648  239346  239593  26413 16658 1  5  4  2   73.264   67.233   0.000    0.685    0.682 100.000 245.836 OCC_SOL  SHORT    2018-SEP-08-03:26:46.67
0DCC01_2018-251T04-22-50  3532  2 2420 3091  243037  243708  26413 17778 1  5  4  2  145.364  145.274   0.000    0.439    0.436 100.000 245.908 OCC_SOL  SHORT    2018-SEP-08-06:10:25.72
0DCD01_2018-251T06-20-46  3533  2 1405 2095  245202  245892  26417 16712 1  5  4  2  139.418   67.281   0.000    0.699    0.696 100.000 245.940 OCC_SOL  SHORT    2018-SEP-08-07:22:42.43
0DCE01_2018-251T08-18-38  3534  2 2419 3085  249366  250032  26415 17787 1  5  4  2  145.278  145.274   0.000    0.439    0.436 100.000 246.012 OCC_SOL  SHORT    2018-SEP-08-10:06:12.75
0E2801_2018-258T17-08-28  3624  2 2511 2760    2967    3216  26242 14035 1  5  4  2   73.267   67.245   0.000    0.695    0.693 100.000 250.686 OCC_SOL  SHORT    2018-SEP-15-18:54:22.48
0E2901_2018-258T19-06-24  3625  2 1447 2062    4699    5314  26255 16909 1  5  4  2  138.235   67.320   0.000    0.429    0.422 100.000 250.719 OCC_SOL  SHORT    2018-SEP-15-20:07:32.77
0E2B01_2018-258T23-02-11  3627  2 1433 2048   10502   11117  26287 17902 1  5  4  2  137.305   67.316   0.000    0.429    0.421 100.000 250.822 OCC_SOL  SHORT    2018-SEP-16-00:03:14.77
0E2D01_2018-259T02-57-49  3629  2 1429 1668   16423   16662  26301 16101 1  5  4  2   73.516   67.236   0.000    0.685    0.683 100.000 250.926 OCC_SOL  SHORT    2018-SEP-16-03:58:55.63
0E2E01_2018-259T04-55-44  3630  2 2467 2710   20217   20460  26309 15612 1  5  4  2   73.370   67.246   0.000    0.695    0.693 100.000 250.998 OCC_SOL  SHORT    2018-SEP-16-06:41:39.42
0E2F01_2018-259T06-53-38  3631  2 1423 2033   21917   22527  26321 18407 1  5  4  2  137.515   67.316   0.000    0.429    0.421 100.000 251.030 OCC_SOL  SHORT    2018-SEP-16-07:54:47.57
0E3101_2018-259T10-49-25  3633  2 1417 2025   27643   28251  26324 18970 1  5  4  2  138.084   67.316   0.000    0.429    0.421 100.000 251.134 OCC_SOL  SHORT    2018-SEP-16-11:50:34.46
0E3301_2018-259T14-45-05  3635  2 1413 1652   33501   33740  26332 16560 1  5  4  2   72.431   67.235   0.000    0.685    0.683 100.000 251.238 OCC_SOL  SHORT    2018-SEP-16-15:46:10.49
0E3501_2018-259T18-40-54  3637  2 1413 1648   38804   39039  26337 16670 1  5  4  2   73.605   67.236   0.000    0.685    0.683 100.000 251.342 OCC_SOL  SHORT    2018-SEP-16-19:42:02.56
0E3601_2018-259T20-38-49  3638  2 2443 2688   42558   42803  26346 16142 1  5  4  2   72.315   67.244   0.000    0.696    0.694 100.000 251.414 OCC_SOL  SHORT    2018-SEP-16-22:24:41.17
0E3701_2018-259T22-36-42  3639  2 1409 2019   44246   44857  26349 18839 1  5  4  2  137.770   67.315   0.000    0.429    0.421 100.000 251.446 OCC_SOL  SHORT    2018-SEP-16-23:37:45.51
0E3901_2018-260T02-32-22  3641  2 1409 1646   50091   50328  26340 26997 1  5  4  2   73.517   67.234   0.000    0.685    0.682 100.000 251.550 OCC_SOL  SHORT    2018-SEP-17-03:33:25.25
0E3B01_2018-260T06-28-10  3643  2 1411 1644   55385   55618  26348 16550 1  5  4  2   73.632   67.235   0.000    0.685    0.682 100.000 251.654 OCC_SOL  SHORT    2018-SEP-17-07:29:17.31
0E3D01_2018-260T10-23-58  3645  2 1436 2043   60675   61282  26346 18983 1  5  4  2  138.142   67.317   0.000    0.429    0.422 100.000 251.758 OCC_SOL  SHORT    2018-SEP-17-11:25:04.25
0E3F01_2018-260T14-19-37  3647  2 1409 1642   66512   66745  26347 16460 1  5  4  2   73.660   67.235   0.000    0.685    0.683 100.000 251.862 OCC_SOL  SHORT    2018-SEP-17-15:20:43.20
0E4001_2018-260T16-17-26  3648  2 2493 3074   70312   70893  26356 17969 1  5  4  2  145.275  145.271   0.000    0.439    0.436 100.000 251.935 OCC_SOL  SHORT    2018-SEP-17-18:06:23.52
0E4101_2018-260T18-15-22  3649  2 1409 1642   72379   72612  26348 16646 1  5  4  2   73.705   67.234   0.000    0.685    0.682 100.000 251.966 OCC_SOL  SHORT    2018-SEP-17-19:16:32.20
0E4201_2018-260T20-13-17  3650  2 2489 3071   76175   76757  26347 17913 1  5  4  2  145.275  145.272   0.000    0.439    0.436 100.000 252.039 OCC_SOL  SHORT    2018-SEP-17-22:02:12.59
0E4301_2018-260T22-11-11  3651  2 1405 1640   78238   78473  26354 16453 1  5  4  2   73.574   67.232   0.000    0.685    0.681 100.000 252.069 OCC_SOL  SHORT    2018-SEP-17-23:12:14.12
0E4501_2018-261T02-06-51  3653  2 1407 2014   83666   84273  26351 16670 1  5  4  2  137.382   67.231   0.000    0.685    0.682 100.000 252.173 OCC_SOL  SHORT    2018-SEP-18-03:07:56.90
0E4601_2018-261T04-04-43  3654  2 2493 3074   87869   88450  26354 17912 1  5  4  2  145.276  145.273   0.000    0.439    0.437 100.000 252.246 OCC_SOL  SHORT    2018-SEP-18-05:53:35.65
0E4701_2018-261T06-02-35  3655  2 1409 2014   89936   90541  26353 16369 1  5  4  2  138.329   67.281   0.000    0.700    0.696 100.000 252.277 OCC_SOL  SHORT    2018-SEP-18-07:03:43.93
